A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A90,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15
1.40278,-0.60802,1.40829,-0.5936,1.42498,-0.60181,1.45258,-0.60608,1.48668,-0.58591,1.53484,-0.56006,1.52194,-0.54381,1.3721,-0.56528,1.11274,-0.60883,0.81495,-0.64282,0.50569,-0.61432,0.19656,-0.56067,-0.09999,-0.49489,-0.41483,-0.44278,-0.66176,-0.4068,-0.81227,-0.42143,-0.8105,-0.40972,-0.61607,-0.47022,-0.26869,-0.50125,0.16225,-0.53401,0.58734,-0.55855,0.97668,-0.59892,1.30701,-0.64839,1.60392,-0.6385,1.86,-0.59736,2.03866,-0.55713,2.09772,-0.53501,2.00918,-0.533,1.7706,-0.51855,1.4591,-0.58119,1.08114,-0.60917,0.66888,-0.60348,0.28017,-0.55272,-0.06984,-0.492,-0.38305,-0.43074,-0.62488,-0.37262,-0.78941,-0.31216,-0.83711,-0.29322,-0.75814,-0.20587,-0.5807,-0.17216,-0.32266,-0.14929,0.00096,-0.14184,0.30454,-0.12767,0.57144,-0.13007,0.81119,-0.12571,3,1,9,11,12,6,4,14,2,8,15,10,13,7,5
1.3541,-0.73167,1.3692,-0.70495,1.36622,-0.71332,1.35375,-0.70532,1.37608,-0.67317,1.41174,-0.66059,1.35455,-0.6722,1.16013,-0.72325,0.90085,-0.75767,0.69975,-0.79495,0.42318,-0.7948,0.10499,-0.75385,-0.21137,-0.65756,-0.49623,-0.56503,-0.71352,-0.50325,-0.8655,-0.47862,-0.88826,-0.46932,-0.73199,-0.48576,-0.44801,-0.53316,-0.03115,-0.58247,0.38374,-0.6555,0.75415,-0.71263,1.0686,-0.74714,1.33851,-0.75379,1.5886,-0.74428,1.8026,-0.70274,1.93682,-0.66477,1.97661,-0.64649,1.82549,-0.64764,1.54821,-0.64491,1.17038,-0.65637,0.75638,-0.6815,0.38587,-0.6755,0.07298,-0.65579,-0.20543,-0.58845,-0.44275,-0.5241,-0.62978,-0.41976,-0.78149,-0.38666,-0.85071,-0.3394,-0.81269,-0.27986,-0.67556,-0.22978,-0.46047,-0.26125,-0.22183,-0.28341,0.05787,-0.30604,0.33018,-0.30791,3,1,11,9,12,6,4,14,2,7,15,10,13,8,5
0.1564,-0.06402,0.14828,-0.06147,0.07404,-0.06896,-0.05967,-0.05997,-0.25252,-0.03722,-0.45537,-0.00686,-0.63307,0.0339,-0.81097,0.06654,-0.97459,0.1081,-1.08024,0.10379,-1.16454,0.09352,-1.27858,0.11534,-1.3965,0.19641,-1.46317,0.31767,-1.44862,0.36492,-1.37657,0.37918,-1.27704,0.37996,-1.13774,0.41365,-0.91435,0.5037,-0.58716,0.43438,-0.19116,0.31392,0.20366,0.19669,0.55774,0.10858,0.78551,0.02048,0.89367,-0.04225,0.99777,-0.05549,1.07858,-0.01606,1.00085,-0.03025,0.68368,-0.03454,0.25579,0.02409,-0.13503,0.11504,-0.4572,0.12941,-0.70288,0.09184,-0.93691,0.11828,-1.12308,0.12823,-1.15209,0.13698,-1.08055,0.1588,-0.9577,0.21414,-0.75814,0.28816,-0.42297,0.25861,-0.05336,0.2266,0.34239,0.20323,0.63126,0.15784,0.81049,0.12138,0.90564,0.12942,3,1,9,13,12,8,7,14,2,4,11,10,15,5,6
1.29565,0.03489,1.30083,0.03754,1.30746,0.04254,1.3142,0.05171,1.35596,0.07499,1.40145,0.11881,1.46964,0.16223,1.52041,0.19818,1.49417,0.22988,1.31751,0.18675,1.01083,0.10743,0.68492,0.07398,0.40651,0.10149,0.11442,0.18187,-0.21651,0.21335,-0.53546,0.29339,-0.7328,0.49909,-0.75518,0.59975,-0.6274,0.51969,-0.46625,0.41827,-0.21512,0.34624,0.14504,0.19669,0.53503,0.09209,0.88505,0.02048,1.18685,0.02306,1.49142,0.12256,1.8188,0.30833,2.05251,0.4725,2.19881,0.54636,2.19445,0.56572,2.01841,0.50864,1.68569,0.301,1.31612,0.10715,0.91965,0.02896,0.54445,0.07089,0.20911,0.13698,-0.1321,0.23954,-0.40122,0.34767,-0.56372,0.48842,-0.68278,0.70287,-0.64771,0.79038,-0.55279,0.70749,-0.38522,0.56007,-0.17235,0.38538,0.12404,0.20226,4,1,9,13,15,8,2,11,3,5,12,10,14,7,6
0.7893,-0.94185,0.79293,-0.95247,0.79843,-0.9488,0.8101,-0.94117,0.84328,-0.92257,0.87828,-0.91204,0.91516,-0.86475,0.92701,-0.84169,0.86903,-0.85234,0.7521,-0.82261,0.60877,-0.7948,0.46107,-0.76767,0.31534,-0.72531,0.15515,-0.68723,-0.04051,-0.71001,-0.25865,-0.70739,-0.48839,-0.76733,-0.6856,-0.84242,-0.83065,-0.82031,-0.86511,-0.80846,-0.81398,-0.83328,-0.67479,-0.82627,-0.47536,-0.82946,-0.25399,-0.85265,-0.00749,-0.87491,0.23587,-0.91308,0.4778,-0.92428,0.72983,-0.92218,0.98014,-0.90581,1.23624,-0.85197,1.44935,-0.78233,1.57638,-0.74388,1.62265,-0.7062,1.63373,-0.64087,1.60019,-0.60275,1.52239,-0.53785,1.40796,-0.5005,1.24958,-0.49349,1.04716,-0.45954,0.82965,-0.42793,0.606,-0.41772,0.39779,-0.39397,0.20469,-0.36128,0.02243,-0.34379,-0.13365,-0.3322,5,2,11,6,8,4,10,14,1,7,15,12,13,9,3
0.98408,0.01016,1.02739,-0.01197,1.03341,-0.00703,1.01767,0.0145,1.03429,0.02511,0.78594,0.03083,0.49671,0.00822,0.16398,0.10606,-0.21172,0.21632,-0.54622,0.2282,-0.82431,0.1768,-1.08528,0.21196,-1.27495,0.20993,-1.30032,0.24974,-1.20014,0.25467,-0.87617,0.29339,-0.45508,0.42463,-0.01326,0.53772,0.46067,0.63132,0.83905,0.51513,1.15029,0.44312,1.43343,0.37529,1.55674,0.3225,1.55966,0.2841,1.49087,0.25167,1.40554,0.2358,1.20731,0.24345,0.95752,0.26169,0.67272,0.32046,0.43406,0.5179,0.07696,0.52442,-0.27135,0.45689,-0.54434,0.33741,-0.75328,0.22253,-0.9652,0.21423,-1.23837,0.15079,-1.42797,0.18571,-1.40285,0.24084,-1.18398,0.23475,-0.84977,0.28553,-0.50842,0.40109,-0.21131,0.52175,0.07767,0.56007,0.36778,0.5614,0.66518,0.50598,4,1,9,14,13,10,3,11,2,5,12,8,15,7,6
1.16909,0.36872,1.18362,0.35931,1.18023,0.37712,1.18573,0.3868,1.17504,0.26201,1.11425,-0.24572,0.86286,-0.21001,0.5773,-0.14409,0.28628,-0.0948,-0.02271,0.07613,-0.37065,0.13519,-0.67834,0.18436,-1.0116,0.15571,-1.33084,0.19542,-1.37614,0.18579,-1.24882,0.20761,-0.8994,0.24582,-0.48853,0.38263,-0.08936,0.42397,0.29516,0.32142,0.70716,0.28161,1.09379,0.26165,1.36376,0.25667,1.34955,0.25115,1.33886,0.18635,1.148,0.17107,0.83182,0.16239,0.45876,0.19681,0.13474,0.20754,-0.15648,0.1675,-0.46978,0.17802,-0.73056,0.17624,-0.98831,0.18392,-1.1715,0.2523,-1.18225,0.28594,-1.06581,0.26098,-0.85514,0.29337,-0.53106,0.36105,-0.21193,0.43501,0.15235,0.47402,0.45745,0.50849,0.73926,0.54823,0.93076,0.58602,1.12924,0.61169,1.16333,0.60312,4,1,7,13,15,9,5,11,2,3,12,10,14,8,6
1.3541,0.29453,1.35946,0.2974,1.35646,0.30276,1.34384,0.31233,1.38616,-0.11204,1.18606,-0.0823,0.98839,-0.14584,0.61965,-0.0651,0.29691,-0.02719,-0.04365,0.04848,-0.32945,0.07967,-0.53591,0.10157,-0.70771,0.11507,-0.84231,0.15471,-0.786,0.15822,-0.53546,0.17901,-0.18851,0.20115,0.207,0.25857,0.60414,0.23253,1.0687,0.17618,1.40182,0.18466,1.63253,0.14801,1.7384,0.07567,1.68133,0.05343,1.59943,-0.00959,1.43771,-0.104,1.11075,-0.11338,0.68645,-0.03025,0.32137,0.07845,0.05527,0.10378,-0.20201,0.13082,-0.36976,0.20743,-0.50204,0.26063,-0.67169,0.26716,-0.81721,0.2286,-0.96039,0.19208,-0.97724,0.23954,-0.86497,0.24084,-0.62853,0.27478,-0.33945,0.35288,-0.09047,0.40109,0.1763,0.42882,0.39528,0.4433,0.67769,0.36024,0.95719,0.31162,4,1,7,13,15,10,3,11,2,5,12,8,14,9,6
1.18857,-0.42258,1.18362,-0.40794,1.19982,-0.40353,1.16596,-0.39505,0.99406,-0.37389,0.7757,-0.27086,0.53857,-0.01746,0.28057,0.0534,0.04256,0.1081,-0.2112,0.11759,-0.41191,-0.01753,-0.59697,-0.05018,-0.82925,-0.10181,-1.01533,-0.08974,-0.98271,-0.08985,-0.71644,-0.04969,-0.28849,0.02235,0.14904,0.01044,0.59215,-0.02265,0.98409,-0.04981,1.3659,-0.09,1.62085,-0.1605,1.67025,-0.18765,1.62605,-0.24307,1.46915,-0.23812,1.16947,-0.18495,0.82112,-0.162,0.58886,-0.12756,0.40924,-0.09908,0.23349,-0.02366,0.0435,0.05206,-0.14016,0.06703,-0.32235,0.03044,-0.48805,0.0141,-0.61,0.01355,-0.74947,-0.06959,-0.79882,-0.00263,-0.69802,0.0539,-0.42487,0.08784,-0.14459,0.17783,0.10451,0.25345,0.36086,0.28286,0.64036,0.26161,0.91674,0.20936,1.11182,0.20226,4,1,9,11,12,8,3,13,2,5,15,10,14,7,6
1.34438,-0.17528,1.33991,-0.14807,1.36622,-0.15574,1.37352,-0.14687,1.43642,-0.14948,1.46303,-0.10744,1.52194,-0.06881,1.57345,-0.03877,1.62137,-0.02719,1.4955,-0.04834,1.22735,-0.03138,0.92908,0.01878,0.62934,0.08796,0.3078,0.15471,-0.00946,0.2271,-0.34385,0.2362,-0.72166,0.27562,-1.12611,0.3206,-1.46432,0.34423,-1.52992,0.3376,-1.329,0.33005,-0.93245,0.3104,-0.52078,0.30608,-0.08813,0.30054,0.32908,0.30062,0.71876,0.26817,1.00348,0.25964,1.28274,0.26169,1.48515,0.28819,1.52592,0.26308,1.42702,0.28827,1.25927,0.22299,0.82984,0.22994,0.3892,0.23738,0.09054,0.25727,-0.13597,0.31607,-0.4232,0.27994,-0.60528,0.29425,-0.81371,0.23475,-0.94255,0.23168,-0.94486,0.2937,-0.75581,0.38903,-0.43969,0.39138,-0.09265,0.42313,0.27005,0.3845,5,1,10,11,15,9,2,12,3,4,13,8,14,7,6
1.08144,0.24507,1.07622,0.2479,1.09212,0.26561,1.10663,0.26269,1.08455,0.27451,1.26811,-0.24572,1.06163,-0.21001,0.76801,-0.09143,0.44525,0.02693,0.09244,0.07613,-0.1026,0.02414,-0.43418,0.03255,-0.75835,0.02016,-1.05606,0.08678,-1.37614,0.07553,-1.29136,0.15041,-0.9327,0.12662,-0.53492,0.07247,-0.12522,0.02517,0.2831,0.04704,0.64722,0.0392,1.00005,0.0181,1.27291,-0.03957,1.438,-0.17716,1.45826,-0.27078,1.3626,-0.21725,1.11075,-0.162,0.83824,-0.12756,0.52997,-0.05064,0.23349,-0.03963,-0.0346,-0.02663,-0.41351,0.05147,-0.79802,0.12253,-1.13073,0.14806,-1.33029,0.1569,-1.40132,0.12324,-1.18382,0.17228,-0.84642,0.21414,-0.51744,0.23475,-0.20955,0.24517,0.07666,0.2803,0.36086,0.33594,0.61314,0.36543,0.86364,0.34769,1.05169,0.34803,4,1,7,13,15,9,3,11,2,5,12,10,14,8,6
-1.68398,-0.55856,-1.66842,-0.56885,-1.65865,-0.56466,-1.6411,-0.54399,-1.469,-0.43626,-1.08117,-0.30861,-0.61214,-0.29991,-0.1539,-0.302,0.27571,-0.32476,0.6369,-0.31103,0.90775,-0.26732,1.08166,-0.22958,1.18642,-0.22378,1.21365,-0.17123,1.09835,-0.18629,0.8699,-0.207,0.56683,-0.24585,0.12591,-0.22216,-0.41216,-0.16627,-0.92554,-0.13049,-1.36498,-0.17082,-1.69378,-0.32289,-1.8717,-0.43448,-1.97926,-0.44078,-1.90754,-0.61372,-1.88886,-0.65415,-1.88235,-0.66477,-1.79635,-0.58162,-1.53404,-0.454,-1.03664,-0.40599,-0.45859,-0.46749,0.03478,-0.50991,0.37532,-0.5681,0.61366,-0.58132,0.80099,-0.54541,0.92807,-0.5241,0.97597,-0.46016,0.9899,-0.38666,0.93607,-0.32602,0.7647,-0.26637,0.50388,-0.22978,0.15784,-0.19487,-0.22183,-0.12767,-0.57963,-0.07978,-0.85511,-0.08924,4,1,10,9,11,5,8,14,2,6,15,13,12,7,3
-1.66449,-0.64509,-1.65867,-0.65545,-1.65865,-0.60181,-1.59169,-0.53161,-1.35839,-0.41132,-0.9273,-0.3589,-0.4448,-0.31272,0.03682,-0.26253,0.45582,-0.21653,0.74165,-0.1451,0.90775,-0.12852,1.01045,-0.13296,1.04461,-0.12892,1.01006,-0.1169,0.87059,-0.14498,0.65694,-0.1784,0.35579,-0.20112,-0.09441,-0.1756,-0.65132,-0.18219,-1.23979,-0.19506,-1.65243,-0.26777,-1.82264,-0.35537,-1.86037,-0.43448,-1.91288,-0.45729,-1.96182,-0.45043,-1.88886,-0.47618,-1.73216,-0.48639,-1.48195,-0.33837,-1.11684,-0.27654,-0.69126,-0.27855,-0.2466,-0.27855,0.19876,-0.26044,0.56561,-0.21513,0.85847,-0.14962,1.06737,-0.11543,1.20605,-0.08334,1.26707,-0.05645,1.27739,-0.02616,1.23229,0.00778,1.10803,0.04325,0.87536,0.05211,0.55466,0.09705,0.16842,0.11888,-0.22545,0.10884,-0.58028,0.10513,4,1,10,9,11,5,8,13,2,6,15,14,12,7,3
-2.11244,-0.41019,-1.9712,-0.40794,-1.73695,-0.37875,-1.46317,-0.25855,-1.06686,-0.2243,-0.62976,-0.20803,-0.21461,-0.15871,0.14277,-0.10457,0.43462,-0.04069,0.65785,-0.00683,0.81495,-0.00362,0.88837,0.01878,0.84205,0.03374,0.70476,0.04606,0.45645,0.03416,0.08202,-0.0211,-0.43286,-0.03725,-0.987,-0.02051,-1.51216,-0.02265,-1.88041,-0.11438,-2.21537,-0.10619,-2.3965,-0.09554,-2.41662,-0.13824,-2.32208,-0.17716,-2.27667,-0.23812,-2.25369,-0.15259,-1.98962,-0.24306,-1.65544,-0.22481,-1.30353,-0.09908,-0.84724,-0.05553,-0.40281,-0.04241,-0.00897,-0.01091,0.28017,0.01506,0.50143,0.04388,0.66285,0.05658,0.76507,0.05434,0.78819,0.06463,0.73021,0.08061,0.58423,0.08784,0.3379,0.08361,0.02097,0.13266,-0.33131,0.18993,-0.71193,0.2227,-1.04006,0.15913,-1.31037,0.12942,3,1,10,9,11,5,8,13,2,6,15,12,14,7,4
-2.03451,-1.21388,-2.03957,-1.18758,-2.05022,-1.17182,-2.07596,-1.15214,-2.1124,-1.13454,-2.12756,-1.08806,-2.08719,-1.03162,-1.94486,-0.74957,-1.49379,-0.56827,-1.00695,-0.43544,-0.47379,-0.37837,-0.00689,-0.32614,0.40651,-0.29159,0.71492,-0.2391,0.9534,-0.21386,1.14671,-0.23559,1.2555,-0.26072,1.20399,-0.26865,0.93893,-0.29389,0.51274,-0.37266,-0.09536,-0.39704,-0.74509,-0.40412,-1.2927,-0.45097,-1.62534,-0.55615,-1.83154,-0.64631,-2.02834,-0.62186,-2.15052,-0.66477,-2.18665,-0.66268,-2.21478,-0.63147,-2.19537,-0.61305,-1.99838,-0.54618,-1.59425,-0.5411,-1.1574,-0.32253,-0.61046,-0.31342,-0.17584,-0.31612,0.13244,-0.33127,0.34683,-0.32559,0.51689,-0.34663,0.65832,-0.31269,0.78327,-0.27986,0.88462,-0.24323,0.91461,-0.19487,0.83096,-0.16658,0.60683,-0.18031,0.27867,-0.21072,3,1,11,8,10,6,9,14,2,7,15,13,12,5,4
-1.5769,-0.71928,-1.50238,-0.7297,-1.36496,-0.65138,-1.14686,-0.59364,-0.80548,-0.52353,-0.38355,-0.45948,0.03645,-0.40262,0.35475,-0.32833,0.61474,-0.2977,0.83589,-0.25572,1.00055,-0.22571,1.07151,-0.20198,1.01424,-0.19667,0.85741,-0.21194,0.6014,-0.25523,0.29498,-0.29278,-0.08853,-0.30545,-0.54649,-0.29966,-0.98605,-0.29389,-1.32439,-0.30809,-1.61651,-0.38085,-1.78746,-0.46908,-1.89442,-0.56614,-1.97926,-0.62198,-1.9401,-0.58106,-1.74933,-0.62186,-1.58196,-0.50257,-1.20006,-0.45187,-0.74358,-0.4379,-0.29017,-0.40599,0.13274,-0.42022,0.5049,-0.4164,0.79815,-0.36861,1.0217,-0.26872,1.08711,-0.24441,1.06228,-0.23488,0.92903,-0.23142,0.69315,-0.23981,0.40833,-0.21925,0.01314,-0.17216,-0.47126,-0.13583,-0.98655,-0.11529,-1.28373,-0.16658,-1.41195,-0.14262,-1.45637,-0.13784,3,1,11,9,10,6,7,14,2,5,15,12,13,8,4
-2.13192,-0.97892,-2.10795,-0.96482,-2.05022,-0.98596,-1.89808,-0.97838,-1.58963,-0.69811,-1.04012,-0.58515,-0.52847,-0.5823,-0.10092,-0.56528,0.21211,-0.54121,0.47986,-0.49075,0.66032,-0.47551,0.81715,-0.43652,0.93322,-0.39998,1.01006,-0.36135,0.97412,-0.36549,0.77407,-0.42143,0.44463,-0.48419,-0.01326,-0.5478,-0.59149,-0.51717,-1.1673,-0.50173,-1.62846,-0.54243,-1.928,-0.85875,-2.13282,-0.84588,-2.27783,-0.78675,-2.33098,-0.72799,-2.27516,-0.75125,-2.15052,-0.71339,-1.87225,-0.87356,-1.57797,-0.59919,-1.15922,-0.58119,-0.64832,-0.53041,-0.16203,-0.50991,0.26962,-0.47601,0.59325,-0.38782,0.86016,-0.31612,1.0431,-0.27617,1.10744,-0.24485,1.08263,-0.2131,0.97307,-0.17916,0.75544,-0.18565,0.47599,-0.17614,0.13017,-0.14184,-0.30353,-0.08877,-0.76558,-0.05464,-1.1815,-0.08924,3,1,11,6,10,5,9,14,2,8,15,12,13,7,4
-0.12597,0.33165,-0.12517,0.33455,-0.12172,0.35233,-0.13872,0.36198,-0.20226,0.37427,-0.27074,0.42056,-0.28784,0.49603,-0.31289,0.57991,-0.40241,0.64918,-0.49388,0.72593,-0.53562,0.7875,-0.56641,0.79141,-0.6368,0.79279,-0.70998,0.76574,-0.81704,0.76457,-0.89748,0.77945,-0.91048,0.81197,-0.88266,0.81687,-0.7828,0.83875,-0.69589,0.87019,-0.58642,0.8148,-0.42882,0.74883,-0.24828,0.68456,-0.03284,0.64658,0.16624,0.59454,0.3217,0.62419,0.38129,0.64891,0.44794,0.71574,0.39823,0.70772,0.23349,0.70906,-0.01228,0.68187,-0.29323,0.67523,-0.52319,0.70569,-0.65128,0.65423,-0.74814,0.62991,-0.82619,0.56394,-0.89272,0.58942,-0.9577,0.61473,-0.98961,0.64865,-0.93329,0.64901,-0.74988,0.60243,-0.52507,0.54823,-0.32168,0.58602,-0.0661,0.61169,0.14123,0.66388,4,2,7,14,13,8,3,9,5,1,12,11,15,10,6
-0.15522,-0.11348,-0.15451,-0.11097,-0.15112,-0.10617,-0.14863,-0.08479,-0.16208,-0.06216,-0.23993,-0.03201,-0.35064,0.0339,-0.45063,0.13239,-0.59316,0.20282,-0.73471,0.26972,-0.84494,0.35722,-0.94285,0.46026,-1.04197,0.53526,-1.15782,0.60284,-1.28295,0.62675,-1.36589,0.69373,-1.42147,0.69283,-1.45071,0.70827,-1.44046,0.71112,-1.3607,0.70883,-1.26912,0.6047,-1.10817,0.5052,-0.86132,0.40475,-0.56365,0.31705,-0.2789,0.25167,-0.03242,0.21966,0.19887,0.25964,0.40456,0.39144,0.5739,0.53019,0.59005,0.53386,0.55673,0.52442,0.48302,0.48808,0.32247,0.44481,0.0628,0.43088,-0.21532,0.44359,-0.43313,0.46756,-0.61099,0.50867,-0.75368,0.57464,-0.88776,0.60857,-1.0075,0.63558,-1.11204,0.66958,-1.13417,0.70749,-1.09313,0.66389,-1.02239,0.67453,-0.90667,0.62741,4,1,9,12,13,8,6,11,3,2,14,10,15,5,7
0.10772,0.17088,0.10924,0.17364,0.11321,0.17884,0.10835,0.18821,0.08927,0.21213,0.01651,0.23199,-0.15187,0.29061,-0.38708,0.31663,-0.60373,0.35161,-0.80801,0.40793,-0.98928,0.44051,-1.11579,0.44649,-1.16352,0.44035,-1.13746,0.46703,-1.08623,0.4338,-1.01455,0.43637,-0.87717,0.46929,-0.63921,0.52217,-0.38824,0.5356,-0.11576,0.5797,0.12025,0.6209,0.29733,0.65139,0.41013,0.60224,0.43165,0.59711,0.38342,0.56188,0.20369,0.5271,-0.01566,0.50297,-0.32183,0.4725,-0.65577,0.43338,-1.00323,0.40642,-1.28429,0.24101,-1.48493,0.28537,-1.58023,0.33741,-1.51836,0.38625,-1.3204,0.44359,-1.07542,0.4813,-0.78941,0.57593,-0.47544,0.61473,-0.19341,0.66198,0.07809,0.72979,0.31812,0.81722,0.49006,0.86675,0.55867,0.89749,0.54485,0.90084,0.50199,0.90679,4,1,9,12,14,7,5,11,3,2,13,10,15,6,8
-0.25259,0.54183,-0.25217,0.54492,-0.249,0.55061,-0.24746,0.57295,-0.31286,0.57374,-0.40408,0.59657,-0.57033,0.61155,-0.75799,0.65889,-0.96401,0.67623,-1.16399,0.67062,-1.36042,0.63484,-1.55329,0.68103,-1.66996,0.72498,-1.71759,0.79291,-1.64534,0.84726,-1.49365,0.93676,-1.26595,1.0057,-1.02176,1.04946,-0.74695,1.04611,-0.44213,1.04779,-0.11933,1.04094,0.0748,1.02486,0.28524,1.04656,0.46482,1.0914,0.53537,1.10069,0.50417,1.0611,0.43492,1.02192,0.27446,0.97524,0.01395,0.93356,-0.3347,0.88426,-0.68177,0.87074,-1.00385,0.86238,-1.26315,0.84379,-1.46736,0.92213,-1.646,1.04559,-1.64099,1.10109,-1.56886,1.08729,-1.47708,1.10876,-1.31359,1.14268,-1.08176,1.09327,-0.82416,1.05887,-0.57126,1.03926,-0.31263,1.02727,-0.10148,1.00142,0.09829,1.00398,2,3,7,13,14,5,8,9,11,1,12,10,15,6,4
0.02007,0.54183,0.02133,0.54492,0.0251,0.53819,0.01943,0.5233,-0.08162,0.49892,-0.26045,0.48339,-0.4866,0.49603,-0.72616,0.50092,-0.97459,0.54101,-1.14309,0.5462,-1.30888,0.60708,-1.41086,0.55688,-1.45725,0.60301,-1.41229,0.61639,-1.314,0.65431,-1.14231,0.69373,-0.9327,0.75243,-0.70879,0.78585,-0.47194,0.79086,-0.17618,0.78951,0.08434,0.7986,0.29733,0.79751,0.4896,0.79973,0.60861,0.81127,0.60054,0.77412,0.58999,0.75359,0.48856,0.74622,0.27446,0.71574,-0.01897,0.67545,-0.34587,0.64534,-0.67058,0.66609,-0.93828,0.65967,-1.11516,0.675,-1.22255,0.63931,-1.30065,0.68725,-1.2863,0.70168,-1.21198,0.72398,-1.13391,0.78829,-0.98961,0.87562,-0.78482,0.87786,-0.56412,0.87092,-0.31284,0.88005,-0.06755,0.88454,0.15528,0.91339,0.31299,0.93109,3,2,5,13,14,9,4,11,7,1,12,10,15,8,6
0.17588,0.50471,0.17762,0.50776,0.18174,0.52583,0.16768,0.53574,0.05913,0.52386,-0.16811,0.48339,-0.4448,0.44467,-0.72616,0.50092,-0.97459,0.56807,-1.15354,0.62916,-1.28825,0.69036,-1.3905,0.72239,-1.44714,0.75209,-1.47333,0.79291,-1.45895,0.80589,-1.39782,0.85097,-1.24373,0.93117,-1.02176,0.94086,-0.73502,0.87059,-0.36958,0.80569,-0.01152,0.75016,0.2739,0.71635,0.4896,0.71748,0.65281,0.71248,0.74166,0.65985,0.77241,0.64034,0.76748,0.66516,0.67563,0.66712,0.46413,0.62701,0.1555,0.54976,-0.19081,0.49293,-0.50095,0.50371,-0.76632,0.58291,-0.9675,0.63931,-1.12308,0.68725,-1.24794,0.70168,-1.2965,0.76432,-1.25445,0.76158,-1.1377,0.82221,-0.89616,0.82406,-0.61986,0.85753,-0.31284,0.84021,0.00503,0.81963,0.28808,0.80026,0.4848,0.77319,3,2,6,14,13,9,5,10,7,1,12,11,15,8,4
1.20805,0.2698,1.20317,0.28505,1.20958,0.30276,1.21537,0.31233,1.24541,0.24957,1.30916,0.05597,1.38592,-0.15871,1.45686,-0.34152,1.53657,-0.55471,1.6002,-0.7811,1.67071,-0.96131,1.72261,-1.11259,1.78404,-1.24036,1.8243,-1.27116,1.87489,-1.19228,1.91324,-0.99328,1.95531,-0.7226,1.9923,-0.45475,1.99109,-0.19817,1.96314,0.06315,1.92885,0.21697,1.86682,0.37529,1.82919,0.43766,1.79191,0.48182,1.75144,0.54558,1.73819,0.60798,1.76516,0.55159,1.80319,0.42387,1.7706,0.36883,1.8156,0.21525,1.8622,-0.04241,1.90433,-0.27601,1.91864,-0.50671,1.91936,-0.70042,1.9258,-0.86078,1.92501,-0.96481,1.94321,-1.03877,1.94516,-1.09435,1.9544,-1.11381,1.94311,-0.99333,1.89688,-0.78015,1.819,-0.48684,1.72036,-0.20554,1.63398,0.0208,1.54127,0.16584,8,7,1,11,10,5,6,13,3,9,12,15,14,4,2
0.84775,0.2698,0.85155,0.28505,0.85718,0.2904,0.86943,0.28751,0.90357,0.24957,0.9398,0.15656,0.95703,0.09806,0.96936,0.02707,1.0068,-0.16242,1.01388,-0.4769,1.00055,-0.83641,1.01045,-1.15396,1.04461,-1.40302,1.05079,-1.63781,1.07764,-1.79869,1.12541,-1.77963,1.16666,-1.54208,1.19237,-1.21462,1.23781,-0.88406,1.27422,-0.48562,1.2581,-0.17082,1.24602,0.09926,1.23887,0.27316,1.20575,0.41591,1.09996,0.57824,1.06218,0.67271,1.07858,0.69753,1.13095,0.65094,1.22166,0.51409,1.292,0.3427,1.282,0.17802,1.24836,-0.10449,1.17868,-0.43,1.11346,-0.77489,1.04763,-1.07577,0.98556,-1.35047,0.94782,-1.59041,0.89717,-1.78865,0.86198,-1.84813,0.87609,-1.72029,0.91247,-1.38423,0.94228,-0.96457,0.96708,-0.52996,0.97872,-0.09233,0.97438,0.23873,8,7,1,11,10,3,5,14,4,9,15,12,13,6,2
0.9354,0.39345,0.91993,0.42116,0.91594,0.43905,0.91884,0.44883,0.96391,0.4241,1.05267,0.30743,1.10349,0.2778,1.16013,0.26397,1.23988,0.16221,1.28612,-0.06214,1.30986,-0.29509,1.32582,-0.49171,1.3485,-0.68467,1.3663,-0.93168,1.34689,-1.21985,1.31707,-1.55086,1.27772,-1.84002,1.21556,-2.03645,1.1661,-2.03262,1.12918,-1.76075,1.12632,-1.3664,1.15235,-0.92371,1.1594,-0.5168,1.16155,-0.21011,1.14341,0.03943,1.148,0.2358,1.20731,0.32452,1.27192,0.34274,1.30947,0.28819,1.35881,0.11967,1.36011,-0.15259,1.30302,-0.46316,1.23152,-0.75228,1.16451,-0.96839,1.10685,-1.16178,1.07184,-1.35047,1.0605,-1.55007,1.05482,-1.6685,1.0564,-1.63454,1.04308,-1.45108,1.04249,-1.11574,1.03456,-0.75228,1.03061,-0.36128,0.99644,-0.00435,0.93144,0.27515,6,7,1,12,10,4,5,11,3,8,15,13,14,9,2
