A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26
-0.01231,0.5945,-0.06049,0.27751,-0.68748,0.05054,-0.64527,3.8414,-1.75517,-0.51521,0.20753,0.03413,-0.01976,-0.21908,-1.43815,0.12291,22,12,16,6,17,24,18,1,15,7,5,14,4,2,8,11,9,10,13,20,3,25,21,26,19,23
1.55577,1.19974,1.4287,1.60416,0.2256,-1.92381,0.64489,0.50794,0.76503,1.09224,1.72786,0.9954,-0.01976,0.42746,-0.65904,-1.11362,24,26,3,20,9,6,19,13,25,15,2,14,11,7,22,12,18,23,17,5,1,8,16,10,4,21
-1.0577,-0.01074,-1.05328,-0.1647,-1.14401,-0.44304,1.07494,-1.71436,-0.91511,-0.51521,1.72786,0.03413,-0.87722,1.72055,-1.43815,0.12291,18,26,16,22,19,5,21,7,24,15,9,14,10,11,25,8,17,23,12,3,4,2,6,13,1,20
1.03308,0.29188,0.93231,0.27751,0.2256,-0.44304,0.64489,-0.23282,1.18506,1.09224,0.20753,-0.92715,-0.44849,-0.21908,0.50964,-1.73188,25,14,13,5,6,2,16,9,17,15,8,19,23,20,22,10,21,18,3,1,11,24,26,7,12,4
0.51038,0.5945,0.43591,0.71973,0.68213,0.05054,-0.21522,0.87833,-0.07504,-0.51521,-0.17256,-0.44651,-0.44849,-0.21908,2.06787,0.12291,25,1,14,5,8,18,3,4,13,15,11,17,19,22,12,21,7,9,2,20,16,24,26,10,23,6
-1.0577,-1.22122,-1.54967,-1.49135,-1.14401,0.05054,1.50499,-0.97359,0.34499,-0.51521,1.34777,0.03413,-0.87722,1.72055,-1.04859,-0.49535,21,26,12,23,19,4,20,9,25,13,16,11,15,14,24,6,10,22,7,1,5,3,8,17,2,18
-1.0577,-1.22122,-1.05328,-1.49135,-1.14401,-1.43022,-0.21522,-0.23282,0.34499,0.69038,0.96769,2.43732,-0.87722,0.42746,-0.65904,-0.49535,20,25,1,23,2,8,7,21,12,5,3,6,18,14,22,17,15,24,16,4,10,13,26,11,9,19
-0.01231,0.89712,0.93231,0.71973,-0.68748,1.03772,0.21483,0.13756,-0.91511,-1.31893,2.86811,0.03413,-0.01976,0.42746,-1.43815,0.12291,17,26,14,21,20,12,22,10,25,16,6,15,5,4,19,18,11,24,13,7,2,1,8,9,3,23
0.51038,0.29188,-0.06049,0.27751,-0.23094,-0.44304,1.93504,-0.23282,0.76503,1.49411,0.96769,-1.88843,-0.44849,2.3671,-0.65904,-2.35015,23,24,11,20,17,2,19,18,26,10,14,8,13,9,25,4,12,21,5,1,7,6,15,22,3,16
1.55577,1.50236,0.43591,0.27751,-0.23094,0.05054,0.21483,-0.97359,0.76503,0.28852,0.20753,0.03413,0.83769,-0.21908,-0.26948,-0.49535,26,10,15,6,8,14,16,2,18,24,4,22,12,3,11,21,19,13,7,9,5,25,23,1,20,17
-0.535,0.29188,-0.55688,0.27751,0.2256,0.05054,0.21483,0.87833,0.34499,-0.51521,0.20753,-1.40779,-0.01976,-0.21908,-0.26948,-0.49535,25,3,18,1,8,15,7,4,12,19,14,20,21,6,2,9,13,11,5,10,16,24,26,17,23,22
-1.0577,-1.82646,-1.05328,-1.93357,-1.14401,0.05054,0.21483,-0.23282,-2.17521,-0.51521,0.58761,0.03413,1.26642,1.07401,-1.43815,0.12291,14,26,16,24,18,17,11,4,22,21,7,20,6,2,13,10,9,23,15,19,8,3,1,12,5,25
-1.0577,0.5945,-1.05328,0.71973,-0.68748,0.54413,-0.21522,-1.71436,0.76503,1.89597,-0.17256,0.51476,-1.30595,-0.21908,-1.04859,0.12291,18,16,14,13,8,11,22,10,1,2,12,3,23,21,25,17,19,20,5,4,7,24,26,9,15,6
-0.535,0.29188,-1.05328,0.27751,-0.68748,-1.92381,-0.21522,0.50794,2.02513,-0.51521,-0.17256,2.91795,-1.30595,-0.21908,1.28876,0.12291,23,24,2,16,1,15,5,17,9,6,4,3,18,22,21,20,11,19,10,7,13,25,26,14,12,8
1.03308,0.5945,1.4287,0.71973,0.2256,-0.44304,1.93504,0.50794,0.34499,1.89597,0.20753,-2.36907,-0.44849,0.42746,-0.65904,-1.73188,24,23,13,9,12,1,19,16,21,5,20,8,18,6,22,2,15,17,7,3,11,10,26,25,4,14
-0.535,0.5945,-0.55688,0.71973,-0.23094,0.05054,-0.21522,-1.71436,0.76503,1.89597,-0.17256,0.03413,-1.30595,-0.21908,-1.04859,0.12291,18,14,16,11,12,7,22,8,1,2,13,3,23,20,25,17,21,19,5,4,9,24,26,10,15,6
0.51038,0.89712,0.93231,1.16195,2.05175,0.05054,-0.21522,0.50794,0.34499,-0.51521,-0.17256,0.51476,-0.01976,-0.21908,0.12008,0.12291,24,8,13,7,10,22,2,3,17,21,5,18,14,15,1,19,4,6,9,20,12,25,26,11,23,16
-0.01231,-0.01074,-0.55688,-0.1647,-0.68748,0.05054,-1.07533,3.10063,-0.07504,-0.51521,2.86811,-0.44651,-0.01976,0.42746,-1.43815,0.12291,23,24,12,14,19,17,21,4,26,9,5,6,2,3,16,13,8,22,11,10,1,15,18,20,7,25
-1.0577,-1.22122,-1.05328,-1.49135,-1.14401,-0.44304,0.21483,0.87833,0.76503,0.28852,0.20753,1.95668,-0.87722,1.07401,-0.26948,0.74118,25,24,1,22,3,16,2,14,13,7,4,8,21,19,9,15,5,20,11,6,10,23,26,18,12,17
0.51038,0.5945,0.43591,0.71973,1.59521,0.05054,-0.64527,0.50794,-0.49507,-0.51521,0.20753,0.03413,0.83769,1.07401,2.06787,2.59597,23,3,12,11,6,18,1,8,26,25,5,19,10,17,22,21,2,7,4,20,13,24,14,16,9,15
-0.535,0.29188,-0.06049,0.27751,-0.23094,1.03772,-2.36548,-0.97359,-0.91511,-0.11335,-1.69289,0.03413,-0.44849,-1.51217,-0.26948,-0.49535,1,21,26,12,24,13,16,8,23,2,11,3,7,14,18,20,5,6,4,15,9,17,22,19,25,10
-0.535,-0.01074,-0.06049,-0.1647,-0.23094,0.05054,0.21483,-0.97359,1.60509,1.09224,0.20753,-0.44651,-0.87722,-0.21908,0.8992,-0.49535,24,9,13,7,2,10,16,8,4,11,12,14,23,22,21,19,18,20,5,6,15,25,26,3,17,1
-0.535,-0.01074,-0.06049,-0.1647,-0.68748,1.5313,-1.07533,-0.97359,1.18506,0.69038,-2.07297,-0.44651,-0.01976,-0.86563,-0.26948,1.35944,7,17,23,4,14,16,20,9,19,2,6,1,13,15,21,22,10,8,3,18,12,25,26,5,24,11
-0.535,-1.22122,-0.06049,-1.49135,-0.68748,-0.93663,1.07494,-0.60321,-0.49507,0.69038,0.58761,-0.44651,0.83769,-0.21908,-1.04859,0.12291,20,25,13,14,18,1,22,7,21,12,10,19,11,3,24,9,23,16,15,6,5,2,4,17,8,26
1.03308,0.5945,-0.06049,-0.60692,-0.23094,1.5313,-0.64527,0.13756,-0.07504,0.69038,-1.69289,0.03413,1.26642,-1.51217,0.12008,0.74118,4,12,20,5,17,18,14,6,25,11,3,9,2,8,16,23,7,1,10,21,15,24,22,13,26,19
-0.535,-1.22122,-1.05328,-0.60692,-0.23094,0.05054,-0.21522,0.13756,-0.07504,-0.51521,-0.17256,-0.92715,0.83769,-0.21908,0.50964,1.35944,23,1,13,3,6,20,2,7,15,22,10,19,14,11,5,17,9,4,8,21,18,24,26,12,25,16
0.51038,0.5945,0.93231,0.71973,1.59521,0.54413,0.21483,-0.60321,0.34499,0.69038,-0.55264,-0.92715,-0.01976,-0.86563,0.8992,0.12291,22,1,23,2,8,11,12,6,17,13,9,19,18,15,14,20,10,4,5,16,21,25,26,3,24,7
0.51038,-0.31336,-0.06049,-0.60692,-0.68748,-0.93663,0.21483,0.50794,1.18506,0.28852,0.58761,0.03413,-0.01976,0.42746,-0.65904,-1.73188,26,23,2,10,5,9,13,8,21,19,4,15,20,12,14,17,18,22,11,3,1,24,25,7,6,16
-0.01231,-0.9186,0.43591,-0.1647,0.2256,0.54413,0.64489,-0.23282,-0.07504,-0.51521,-0.17256,0.51476,-0.01976,-0.86563,1.67832,0.12291,22,9,15,11,7,19,8,6,13,12,10,18,20,21,14,26,2,4,1,16,17,23,24,5,25,3
-0.535,-0.01074,-0.55688,-0.1647,-0.68748,-2.91098,1.50499,-0.23282,-0.49507,1.09224,1.72786,0.03413,-1.30595,-0.21908,-0.65904,-0.49535,15,25,10,20,12,1,22,14,23,7,11,8,13,16,26,6,24,19,18,4,5,2,9,21,3,17
1.03308,0.29188,1.9251,0.27751,1.13867,2.02489,-0.64527,-0.97359,-0.07504,0.28852,-1.31281,-0.92715,2.5526,-0.86563,-0.65904,0.74118,8,7,24,6,14,12,18,3,26,16,5,11,1,4,20,15,17,2,13,23,9,19,10,21,22,25
-1.58039,-1.82646,-1.54967,-1.93357,-1.14401,0.05054,-0.21522,2.73025,-1.75517,-0.51521,-0.17256,0.03413,-0.01976,-0.21908,-1.43815,0.12291,21,15,16,10,18,25,14,1,9,7,6,17,4,2,5,13,8,11,12,22,3,26,20,23,19,24
-1.0577,-1.82646,-0.55688,-1.49135,-1.14401,0.54413,-2.79554,-0.97359,-1.33514,-0.51521,-1.69289,0.03413,-0.44849,-2.15872,-0.65904,-0.49535,1,22,26,17,24,13,15,8,25,3,12,2,5,14,19,20,4,7,6,11,9,16,18,21,23,10
0.51038,0.89712,-0.55688,-0.1647,-0.23094,-0.44304,-0.64527,0.50794,-1.33514,0.28852,-0.17256,0.51476,0.83769,0.42746,0.12008,0.12291,17,19,10,18,9,21,2,3,25,23,4,22,7,5,1,13,6,11,12,26,8,16,14,15,24,20
-1.58039,-2.12908,-2.04607,-1.93357,-1.14401,-1.43022,-0.21522,0.13756,1.18506,-0.51521,-0.17256,2.43732,-1.30595,-0.21908,0.8992,1.35944,22,24,2,19,1,16,3,17,7,6,5,4,20,23,18,21,10,14,11,8,12,25,26,13,15,9
-0.535,-1.22122,-1.05328,-1.93357,-1.14401,-0.93663,0.21483,0.13756,0.76503,0.69038,0.96769,0.03413,-0.01976,1.07401,-0.65904,-1.11362,26,24,5,16,10,4,14,8,23,17,7,15,21,11,20,9,18,25,12,2,1,13,22,6,3,19
-0.535,-0.01074,-0.06049,-0.1647,-0.23094,1.5313,-1.50538,-1.34398,-1.33514,-0.11335,-1.31281,0.51476,-0.44849,-2.80526,-0.65904,-0.49535,1,18,23,15,20,17,16,9,24,2,7,3,4,13,22,25,5,6,8,14,11,21,19,10,26,12
-0.01231,0.29188,-0.06049,0.27751,-0.23094,-0.93663,0.21483,-1.34398,1.18506,0.69038,0.96769,0.51476,-0.44849,0.42746,-0.26948,-1.11362,26,23,8,16,6,7,21,9,15,13,5,12,18,14,24,17,20,22,11,1,2,19,25,3,4,10
0.51038,0.29188,0.93231,0.27751,0.2256,0.54413,0.21483,-0.23282,1.60509,1.09224,-1.31281,0.03413,-0.44849,-1.51217,0.12008,0.74118,22,13,14,5,10,19,12,6,21,8,4,9,18,20,15,23,11,7,2,17,16,25,26,1,24,3
-1.58039,-1.22122,-1.54967,-1.49135,-1.14401,1.5313,-0.21522,-1.34398,-0.07504,1.09224,-0.93272,0.03413,-1.30595,-0.86563,-1.43815,-0.49535,4,15,23,8,16,7,24,5,2,1,10,3,17,19,25,21,18,14,6,13,11,20,26,9,22,12
0.51038,1.19974,1.4287,1.16195,0.68213,-0.44304,-0.21522,-0.97359,0.76503,0.69038,0.20753,0.9954,0.40896,-0.21908,0.12008,0.12291,24,20,6,11,3,18,8,4,15,21,1,19,14,7,17,23,12,16,9,13,5,25,26,2,22,10
-1.0577,-0.31336,-1.54967,-0.60692,-1.14401,1.03772,-1.07533,-1.71436,0.34499,1.89597,-0.55264,0.51476,-1.30595,-0.21908,-1.04859,0.12291,10,15,21,11,13,9,23,7,1,2,12,3,20,22,25,16,19,18,4,8,5,24,26,14,17,6
1.55577,1.19974,2.42149,1.16195,1.13867,-0.44304,1.50499,-0.60321,0.34499,1.89597,-0.17256,-2.36907,-1.30595,1.07401,-0.26948,0.12291,25,19,13,10,8,2,16,15,18,6,14,7,22,11,24,1,21,17,5,3,20,9,26,23,4,12
-1.0577,-1.82646,-1.54967,-1.93357,-1.60055,0.54413,3.2252,-1.34398,-0.49507,-0.91707,1.34777,0.03413,-1.30595,-0.21908,-1.43815,0.12291,13,25,19,22,23,4,21,12,18,5,20,10,14,17,24,7,9,15,11,1,6,2,8,26,3,16
-1.58039,-1.82646,-1.54967,-1.49135,-1.14401,-0.44304,0.21483,0.50794,0.34499,0.28852,0.20753,1.95668,-0.87722,0.42746,-0.26948,1.35944,23,25,1,21,3,13,2,16,7,5,4,8,22,20,10,19,6,18,12,9,11,24,26,17,15,14
-0.01231,0.5945,-0.55688,0.71973,0.2256,0.05054,0.21483,3.10063,-1.75517,-0.51521,-0.55264,0.03413,-0.01976,-0.21908,-1.43815,0.12291,21,13,16,7,18,24,17,1,14,8,5,15,4,2,6,11,9,10,12,22,3,26,19,25,20,23
-1.0577,-0.9186,-0.55688,-1.04914,-0.68748,1.5313,-2.36548,-0.97359,-1.33514,0.28852,-1.69289,0.51476,-0.44849,-0.86563,-0.26948,0.74118,1,25,26,14,21,12,15,8,18,2,11,3,7,13,20,17,4,6,5,19,9,16,23,22,24,10
1.03308,1.19974,1.9251,1.16195,3.42136,0.05054,-0.21522,-0.60321,0.34499,-0.91707,0.20753,1.47604,1.26642,1.72055,2.06787,-0.49535,24,14,15,21,6,18,4,8,26,25,1,20,2,11,23,19,3,16,7,13,10,17,12,9,5,22
-0.535,-0.31336,-0.55688,-0.60692,-0.23094,0.05054,1.93504,-0.23282,0.34499,-0.51521,1.72786,0.03413,-0.44849,2.3671,-1.04859,-0.49535,20,25,10,24,21,4,17,14,26,16,15,13,11,12,23,8,7,22,9,1,5,3,6,18,2,19
-1.0577,0.29188,-0.55688,0.27751,-0.68748,2.51848,-2.36548,-0.23282,-0.91511,1.09224,-1.69289,0.9954,-0.01976,-1.51217,-0.26948,0.74118,1,24,26,14,18,11,15,10,22,2,9,3,5,13,23,19,4,6,7,17,8,16,21,20,25,12
-0.535,0.5945,-0.06049,0.71973,-0.23094,0.54413,0.64489,-0.23282,-1.75517,-0.91707,2.10794,0.03413,-0.44849,1.07401,-1.43815,0.12291,16,26,14,23,21,9,19,5,25,18,11,17,12,8,20,15,7,24,13,6,4,1,3,10,2,22
0.51038,-0.01074,0.43591,-0.1647,0.68213,0.54413,0.21483,1.24871,-0.07504,-0.91707,0.20753,0.51476,0.40896,-0.21908,0.12008,-1.73188,25,14,13,9,12,23,7,5,24,18,6,19,11,4,1,20,3,10,8,16,2,26,21,15,22,17
-1.0577,0.5945,-1.54967,0.27751,-0.23094,0.05054,-0.21522,-1.71436,0.76503,-0.51521,-0.17256,0.03413,-1.30595,-0.21908,-0.65904,0.12291,21,13,16,11,8,15,18,2,1,4,12,3,23,24,19,22,20,14,6,9,10,25,26,5,17,7
2.07847,2.1076,1.4287,1.16195,0.68213,0.54413,-1.07533,-0.97359,1.60509,1.49411,-0.17256,0.51476,-0.01976,-0.86563,0.8992,-0.49535,24,14,18,7,6,20,12,5,13,10,4,11,17,19,21,23,8,16,2,15,9,25,26,3,22,1
-0.01231,-0.01074,0.43591,-0.1647,1.13867,0.54413,0.21483,-0.23282,-1.33514,-0.11335,0.20753,0.03413,1.69515,1.72055,0.50964,0.12291,20,16,18,22,15,17,7,5,26,25,10,24,2,6,13,8,4,14,12,21,11,3,1,19,9,23
0.51038,0.5945,0.93231,0.27751,1.59521,1.03772,-0.21522,0.13756,-0.07504,-0.91707,0.20753,-0.92715,2.98133,-0.86563,0.12008,-1.11362,19,2,22,8,12,16,9,5,26,23,10,17,1,7,6,15,14,4,13,21,11,18,3,24,20,25
-0.01231,0.29188,0.43591,0.27751,0.2256,-0.44304,-1.07533,-0.97359,1.18506,-0.51521,-1.69289,0.03413,-0.87722,-1.51217,-0.26948,-0.49535,9,17,19,6,14,20,16,8,21,3,5,1,13,22,18,23,12,7,2,15,11,25,26,4,24,10
-0.535,-1.22122,-0.06049,-0.1647,-0.68748,1.03772,-0.64527,1.6191,0.76503,-0.51521,-0.55264,0.9954,-0.01976,-0.21908,0.12008,0.12291,22,15,13,5,8,23,3,4,16,11,6,12,17,14,1,20,2,10,9,21,7,25,26,19,24,18
-0.01231,-1.52384,-0.06049,-0.60692,0.2256,0.05054,-0.21522,0.13756,0.34499,-0.51521,-0.17256,-0.92715,-0.44849,-0.21908,1.28876,1.35944,24,1,14,4,5,17,3,10,11,18,12,15,23,21,13,19,9,7,2,16,20,25,26,8,22,6
2.07847,2.41022,0.93231,1.16195,0.2256,0.54413,-2.36548,-0.60321,-1.33514,-0.11335,-0.55264,1.95668,0.83769,-2.80526,0.50964,-1.73188,1,23,15,20,16,17,9,13,26,5,6,4,2,10,19,25,3,8,7,11,12,22,18,21,24,14
1.03308,0.5945,1.9251,0.27751,1.59521,1.03772,-0.64527,-1.34398,0.76503,0.69038,-1.31281,0.03413,-0.01976,-0.86563,-0.26948,0.74118,15,7,23,4,16,18,19,2,17,10,3,9,8,12,21,22,14,5,6,20,11,26,25,1,24,13
-0.535,-0.01074,-0.55688,-0.1647,0.2256,0.05054,-0.21522,0.13756,0.34499,-0.51521,-0.17256,0.03413,-0.01976,-0.21908,-0.26948,0.12291,22,7,15,4,9,21,3,5,8,18,12,17,20,16,1,23,10,11,6,19,13,24,26,2,25,14
1.55577,0.5945,0.93231,0.71973,0.68213,-0.44304,1.07494,-1.34398,1.18506,1.09224,0.96769,-1.40779,-0.44849,0.42746,-0.26948,-2.35015,25,22,16,8,10,3,23,12,20,15,9,14,17,7,26,4,18,19,6,1,5,21,24,13,2,11
1.03308,-0.61598,0.93231,-0.60692,0.2256,-1.43022,1.50499,-0.97359,-1.33514,0.28852,0.96769,0.03413,1.69515,1.72055,-1.04859,-0.49535,15,25,12,22,18,5,19,10,26,21,11,17,7,4,23,8,13,16,14,9,6,2,1,20,3,24
-0.535,0.29188,-1.05328,-0.1647,-1.14401,-2.91098,1.93504,-0.23282,-0.07504,1.49411,1.72786,0.03413,-1.30595,-0.21908,-0.65904,-1.11362,16,25,10,20,12,1,24,15,23,6,11,8,13,14,26,7,22,19,17,2,5,3,9,21,4,18
-0.535,-1.22122,-0.06049,-0.60692,-1.14401,0.05054,-0.64527,-0.60321,-2.17521,-0.51521,-2.45306,0.03413,-0.44849,-0.86563,-1.04859,0.12291,1,26,21,15,19,17,18,2,22,6,3,5,7,10,13,20,9,12,8,25,11,16,23,4,24,14
-0.535,0.29188,-1.05328,0.27751,-0.23094,-1.92381,-0.64527,0.13756,1.60509,-1.31893,-0.93272,2.43732,-1.30595,-0.21908,0.8992,0.74118,19,24,3,15,1,18,5,17,8,6,4,2,20,23,21,22,12,14,9,10,11,25,26,13,16,7
-0.01231,0.5945,-0.06049,0.71973,0.2256,0.05054,-0.21522,2.73025,-1.75517,-0.51521,0.96769,0.03413,2.12387,-1.51217,-1.43815,0.12291,19,15,13,10,17,23,11,2,25,14,5,16,1,3,6,18,7,9,12,20,4,21,8,24,22,26
-0.01231,0.5945,-0.06049,0.71973,1.13867,0.05054,0.21483,1.6191,0.34499,-0.51521,-0.17256,-0.92715,-0.44849,-0.21908,1.67832,1.35944,24,1,12,2,7,22,5,6,17,15,9,16,19,18,10,14,8,4,3,20,13,25,26,21,23,11
-0.535,-0.01074,-0.06049,-0.1647,1.13867,0.05054,0.21483,0.50794,-0.49507,-0.91707,-0.17256,0.03413,0.83769,-0.21908,1.28876,0.74118,23,1,15,10,8,22,2,5,21,25,9,19,13,11,6,18,4,3,7,24,14,20,17,12,26,16
1.03308,0.5945,0.43591,0.71973,0.2256,-0.93663,0.21483,-1.71436,1.18506,-0.11335,0.96769,-1.40779,-0.44849,1.72055,0.12008,-2.35015,24,18,14,12,9,3,22,13,25,17,5,10,16,11,26,7,19,21,8,2,4,20,23,6,1,15
-0.01231,0.5945,0.43591,0.71973,-0.23094,-0.44304,1.93504,-0.60321,-0.49507,-0.51521,2.10794,0.51476,-0.01976,1.07401,-1.04859,0.12291,17,26,13,24,21,5,20,11,25,16,14,15,10,7,22,9,8,23,12,3,4,1,6,18,2,19
-1.0577,0.29188,-1.05328,0.27751,-0.23094,0.54413,0.21483,0.87833,0.34499,-0.51521,-0.93272,-0.92715,-0.44849,-0.86563,1.67832,0.12291,23,1,16,3,8,17,9,5,14,10,15,12,21,19,13,22,7,4,2,18,20,25,26,11,24,6
-1.0577,-1.82646,-1.54967,-1.49135,-1.14401,-0.44304,0.21483,0.87833,0.76503,-0.11335,0.20753,1.95668,-0.87722,0.42746,0.12008,1.35944,24,23,1,20,3,18,2,14,9,7,4,8,22,21,6,19,5,16,11,10,12,25,26,17,15,13
-0.01231,0.5945,0.43591,0.27751,2.05175,0.05054,-0.21522,0.50794,-0.91511,-0.51521,-0.17256,-0.44651,2.12387,-0.86563,2.06787,0.74118,16,1,15,10,9,17,5,2,26,25,6,18,3,12,13,19,7,4,8,24,14,20,11,22,23,21
0.51038,0.29188,-0.06049,0.27751,0.2256,0.54413,-0.64527,2.35986,-0.49507,-0.11335,2.48802,-0.44651,-0.01976,0.42746,-1.43815,0.12291,22,24,12,17,21,16,20,2,26,11,5,14,4,3,15,13,6,23,9,8,1,10,18,19,7,25
1.03308,0.89712,0.43591,0.27751,0.2256,0.05054,1.07494,0.13756,-1.33514,1.09224,-0.55264,-1.88843,0.40896,1.72055,0.50964,-0.49535,24,17,16,15,12,2,9,10,26,18,14,21,11,3,20,1,8,13,6,7,25,5,23,19,4,22
-0.535,0.29188,-0.55688,0.27751,-0.68748,0.05054,-0.21522,-0.23282,3.28523,0.69038,-0.17256,0.03413,-1.30595,-0.21908,1.67832,0.12291,24,18,6,12,2,19,7,8,4,14,9,10,22,23,16,20,11,21,3,15,17,25,26,5,13,1
-0.535,-0.9186,-0.06049,-1.49135,-0.68748,0.05054,-0.21522,-0.97359,1.18506,1.09224,0.20753,0.51476,-0.44849,-0.21908,0.12008,0.12291,24,17,8,12,4,15,13,7,2,9,6,14,23,21,18,22,16,19,5,10,11,25,26,1,20,3
0.51038,0.5945,0.93231,0.27751,0.2256,-1.43022,1.07494,-0.60321,-0.49507,0.28852,1.34777,0.51476,0.83769,-0.21908,-1.04859,0.12291,19,26,11,22,14,5,20,10,25,17,6,15,9,4,23,12,18,21,16,7,2,1,3,13,8,24
1.03308,0.89712,-0.06049,0.27751,-0.23094,-0.93663,0.64489,0.50794,-0.91511,0.69038,-0.55264,-0.92715,0.83769,0.42746,0.12008,-0.49535,25,13,17,6,11,3,10,4,26,22,8,23,15,2,7,1,19,5,14,21,12,9,16,20,18,24
-0.01231,-0.61598,-0.06049,-0.60692,0.2256,0.05054,-0.21522,0.50794,0.34499,-0.51521,-0.17256,-0.44651,-0.01976,-0.21908,-0.26948,-1.11362,23,5,16,2,10,20,6,3,14,19,11,17,21,13,1,22,12,9,4,18,8,25,26,7,24,15
1.03308,1.19974,0.43591,1.16195,0.68213,-0.44304,1.50499,-0.60321,0.76503,1.09224,0.96769,-1.40779,-0.44849,2.3671,-0.65904,-2.35015,23,24,10,20,18,3,21,15,26,16,13,9,14,8,25,4,11,22,5,1,6,7,12,17,2,19
0.51038,-0.61598,-0.06049,1.16195,0.2256,0.05054,0.64489,1.98948,1.18506,-0.51521,-0.55264,-0.44651,-0.44849,-0.21908,2.06787,1.35944,24,1,11,4,7,23,8,3,16,13,9,14,20,17,15,19,6,5,2,18,12,25,26,21,22,10
0.51038,0.89712,0.43591,0.71973,-0.68748,0.05054,-1.50538,3.47102,0.34499,-0.51521,3.24819,0.03413,-0.01976,0.42746,-1.43815,0.12291,23,24,12,14,19,15,21,4,26,8,5,6,2,3,17,13,7,22,11,10,1,16,18,20,9,25
-0.535,-0.9186,-0.55688,0.27751,-0.68748,0.54413,0.21483,0.50794,1.60509,-1.31893,-0.55264,-1.40779,-1.30595,-0.21908,2.06787,-0.49535,24,5,14,4,3,18,8,10,6,9,16,7,22,23,19,20,11,15,1,12,21,25,26,13,17,2
0.51038,-0.31336,-0.06049,1.16195,-0.68748,-2.91098,2.79515,0.13756,-0.91511,1.49411,0.96769,-1.40779,-1.30595,-0.21908,-0.26948,-1.11362,11,24,16,20,17,1,22,18,23,6,19,7,13,12,26,2,21,10,14,3,8,4,9,25,5,15
-0.535,0.5945,-0.55688,0.71973,0.2256,1.03772,-0.64527,-1.34398,0.34499,1.09224,-0.93272,-0.44651,-1.30595,-1.51217,-1.04859,-1.11362,4,14,22,5,16,12,20,7,6,1,11,2,17,19,21,23,18,13,3,9,15,25,26,8,24,10
-0.535,-0.31336,-0.55688,-0.60692,0.2256,-0.44304,-0.21522,0.13756,-0.07504,-0.51521,-0.17256,-0.44651,-0.01976,-0.86563,0.12008,0.74118,20,1,14,5,8,22,3,7,13,18,10,15,19,17,4,23,11,2,9,21,16,24,25,6,26,12
-0.535,-1.52384,-1.05328,-0.60692,-0.23094,0.05054,0.21483,0.13756,0.76503,-0.51521,-0.55264,0.51476,-0.44849,-0.21908,0.50964,1.35944,23,9,8,14,2,19,1,13,11,17,12,15,22,20,7,21,5,4,3,18,16,25,26,10,24,6
1.03308,0.5945,0.43591,-0.60692,0.2256,0.54413,0.64489,0.13756,-0.91511,0.69038,-0.55264,-1.40779,0.83769,1.07401,0.50964,-1.11362,22,9,23,5,14,3,12,6,26,24,16,25,15,2,13,1,10,8,4,17,20,11,19,18,7,21
-1.0577,-1.52384,-2.04607,-0.60692,-1.14401,0.05054,-0.21522,-1.34398,0.76503,-0.51521,-0.17256,0.03413,-1.30595,-0.21908,-0.26948,0.12291,22,9,15,10,3,17,16,4,1,8,13,6,23,24,18,21,19,14,7,11,12,25,26,5,20,2
1.55577,0.89712,1.9251,1.16195,2.50828,0.05054,-0.21522,0.13756,-0.07504,-0.51521,-0.17256,-0.44651,1.69515,-1.51217,2.06787,3.21424,20,1,15,10,9,19,4,8,26,23,3,14,7,12,21,24,5,2,6,18,13,25,11,16,22,17
-0.01231,0.89712,0.43591,0.71973,0.2256,0.54413,-0.64527,1.24871,0.76503,-1.7208,-0.55264,-2.36907,-0.01976,-0.21908,0.12008,0.12291,24,7,18,1,5,22,4,15,13,10,12,2,17,6,8,9,11,14,3,16,21,25,26,19,23,20
-0.01231,-0.01074,0.43591,-0.1647,1.59521,1.03772,-0.64527,-0.23282,-0.49507,-0.91707,-0.17256,-0.44651,1.69515,-0.21908,0.8992,-0.49535,15,1,24,5,13,20,7,3,26,25,9,19,2,6,10,17,8,4,11,23,14,18,12,16,22,21
0.51038,0.89712,0.93231,1.16195,1.13867,0.05054,0.64489,1.24871,-0.07504,-0.11335,-0.55264,-0.92715,-0.01976,-0.86563,1.28876,1.35944,23,2,16,3,9,19,7,5,22,14,8,20,13,11,10,15,6,1,4,21,17,26,25,18,24,12
1.55577,0.89712,2.42149,0.71973,1.59521,1.03772,-0.64527,-0.97359,-0.07504,0.28852,-0.55264,-0.44651,2.12387,-1.51217,-0.65904,0.12291,10,6,23,7,16,17,14,2,26,19,3,15,1,5,13,22,12,4,11,21,9,20,8,18,25,24
1.03308,1.19974,0.93231,1.16195,-0.23094,-1.43022,2.3651,1.6191,-1.33514,0.69038,-0.17256,-1.88843,-0.87722,1.07401,0.12008,0.12291,23,24,15,17,18,2,16,11,25,6,21,13,14,8,22,1,12,7,9,4,10,5,19,26,3,20
-0.01231,0.29188,0.43591,0.27751,0.2256,0.54413,-1.07533,1.24871,-0.49507,-0.51521,-0.55264,0.03413,-0.01976,-0.21908,-0.26948,0.12291,15,9,20,6,16,22,4,2,17,13,10,14,11,12,1,19,3,5,7,24,8,23,25,21,26,18
